path,label
../data/processed\rock\processed_BMet9oI6hmx1zdc9.png,0
../data/processed\rock\processed_gPFCK0WnHem9uYEW.png,0
../data/processed\scissors\processed_fdVS2hjaLlbu5u8J.png,2
../data/processed\rock\processed_ZPRYcDY3SAyZigkB.png,0
../data/processed\rock\processed_9STiLxSOXvh5kjda.png,0
../data/processed\scissors\processed_qguumDPZwrNl7e1C.png,2
../data/processed\paper\processed_Dvamqz9JlSMySW1i.png,1
../data/processed\rock\processed_xMzUrLkx9vIWWwZU.png,0
../data/processed\scissors\processed_Egi7OpuV8V24C2LP.png,2
../data/processed\paper\processed_hfYfNNtqkFzF9BE4.png,1
../data/processed\paper\processed_BoXJ7o2SeSRRfuAH.png,1
../data/processed\rock\processed_F2MYeViv785ejIrb.png,0
../data/processed\paper\processed_Z9vSGzBQ8YLOXQIX.png,1
../data/processed\scissors\processed_EkArrGlCdj8NNPbu.png,2
../data/processed\paper\processed_ATs4aFUIODixPnMI.png,1
../data/processed\paper\processed_41HC0VBlHSRhi0AG.png,1
../data/processed\scissors\processed_fFnXXczN4qqWFcsE.png,2
../data/processed\rock\processed_TI2gNkqMM5nOpoB0.png,0
../data/processed\paper\processed_SjtYrw48VCBOLOQh.png,1
../data/processed\rock\processed_hyWWmz1OwgoE5JlU.png,0
../data/processed\scissors\processed_4burI8a7jyfTRBl6.png,2
../data/processed\rock\processed_lfR51TrQjuKJXkT6.png,0
../data/processed\rock\processed_4VYEe9NSyMlJmXUx.png,0
../data/processed\paper\processed_RQ78Zpf7uYHXCYcb.png,1
../data/processed\rock\processed_o2a42Or5QnATFbf7.png,0
../data/processed\scissors\processed_EesxTpYzhZoMVlH8.png,2
../data/processed\scissors\processed_ErsQcWAahNPYPZs5.png,2
../data/processed\scissors\processed_k7KXWWd1IymDhMIm.png,2
../data/processed\rock\processed_1VoYiUgPE6h45MLu.png,0
../data/processed\rock\processed_GsInYLhWgEFn0geb.png,0
../data/processed\scissors\processed_y9PxZE5NfOO323Nv.png,2
../data/processed\rock\processed_ikusbrqDgla4SEas.png,0
../data/processed\scissors\processed_q936z2wWrJh1ITTp.png,2
../data/processed\rock\processed_jKWUHfF0b4BzWBEk.png,0
../data/processed\paper\processed_OdfDTwgPVdW9XbE7.png,1
../data/processed\scissors\processed_OYBNEmjQC8Uh2cC5.png,2
../data/processed\rock\processed_7xXAch1NxPhoEdk4.png,0
../data/processed\scissors\processed_NMWjLWPkXc8YmJTP.png,2
../data/processed\paper\processed_UqMn3TJPZRf0px46.png,1
../data/processed\rock\processed_xBWG6t5EvReNN7mW.png,0
../data/processed\rock\processed_nGW6IQjCFT5tCw6j.png,0
../data/processed\scissors\processed_QUqw1jotp4mOm1ZY.png,2
../data/processed\rock\processed_3ONDEuB8iwAYO1Uz.png,0
../data/processed\scissors\processed_WQlZZHmfKvMFfUE8.png,2
../data/processed\paper\processed_lGIPlKIVgwrDC17U.png,1
../data/processed\paper\processed_eCpHvcUt4r7A9xJE.png,1
../data/processed\rock\processed_KQqIoVT62pLqhEGR.png,0
../data/processed\scissors\processed_q0tN60NS2kZFBzts.png,2
../data/processed\rock\processed_GgPhnXFElpasCa0C.png,0
../data/processed\scissors\processed_WoS4fluqoRRsfjle.png,2
../data/processed\paper\processed_mV9vc1ITH1PrrbF8.png,1
../data/processed\rock\processed_5QHZzfwp2xJXckQb.png,0
../data/processed\scissors\processed_g2CVyHgIl83M2F0m.png,2
../data/processed\paper\processed_3tNHP8R9YHru011u.png,1
../data/processed\rock\processed_FAXYcAg30rtQnofW.png,0
../data/processed\rock\processed_6NSGRQDw4M2amVcH.png,0
../data/processed\rock\processed_xH9uXlr7ev4rhwf2.png,0
../data/processed\paper\processed_BVfw3Er2AUBqREYJ.png,1
../data/processed\scissors\processed_RrbEWg7xTBv2qa9q.png,2
../data/processed\paper\processed_TzhAea8QXqJwqpUY.png,1
../data/processed\rock\processed_n3ryKsLTPcGhpW6S.png,0
../data/processed\paper\processed_TlnoQ46NyW8oZV07.png,1
../data/processed\paper\processed_b8dw4ZOgMTx2h1xI.png,1
../data/processed\scissors\processed_dxFGJyDhnNu3iOmm.png,2
../data/processed\rock\processed_udR0gHeGBkkQVGlr.png,0
../data/processed\scissors\processed_17HZDUFSVPxcar99.png,2
../data/processed\scissors\processed_b4Qm4ZK5AAUQo1Ax.png,2
../data/processed\scissors\processed_mAjn51U2iJwlh99P.png,2
../data/processed\paper\processed_YrEfjld9tYk0b9m9.png,1
../data/processed\scissors\processed_Ma48V1PQ0ylc88AU.png,2
../data/processed\rock\processed_8pAWVg9BVmtha8LM.png,0
../data/processed\rock\processed_724DhutGELMHY1uD.png,0
../data/processed\paper\processed_W79peyAyfQqNP1vF.png,1
../data/processed\rock\processed_cWKDIx5D1KB0zqjF.png,0
../data/processed\rock\processed_vhpXMTOidZb7yqb8.png,0
../data/processed\rock\processed_xDVakDa8abIKURzb.png,0
../data/processed\paper\processed_x3z3E6Z2qsmW8TaH.png,1
../data/processed\scissors\processed_YXMdBr7G2GS6sN1v.png,2
../data/processed\scissors\processed_7A1YTmfZsbSdxPKy.png,2
../data/processed\rock\processed_1DxbXT3M2qiMjCmC.png,0
../data/processed\scissors\processed_ik80sIT0Ao6APY3M.png,2
../data/processed\paper\processed_QCHltvmva5vmGrPo.png,1
../data/processed\paper\processed_JApmimWQx0vFx1qw.png,1
../data/processed\scissors\processed_KM8TqJbWqew79vPt.png,2
../data/processed\paper\processed_YnANqAVHDOylhBls.png,1
../data/processed\rock\processed_Gyq9GJFTfF1vvOZ8.png,0
../data/processed\paper\processed_7I1fABs6SL1T4MNb.png,1
../data/processed\rock\processed_6QrCGRwuFLPn0VIH.png,0
../data/processed\scissors\processed_DlzjcfKNEmUSyBy7.png,2
../data/processed\scissors\processed_W7ijVLyfVPL2msio.png,2
../data/processed\paper\processed_FcIIjteQItMuIuRa.png,1
../data/processed\scissors\processed_VaVPcDb7mPMQ1gHk.png,2
../data/processed\scissors\processed_fTwiqatiNNgEeTBi.png,2
../data/processed\scissors\processed_mrWRR4bVPDvIIg7D.png,2
../data/processed\rock\processed_wZikdISRLJlJwp9q.png,0
../data/processed\scissors\processed_256MrhkDete6aQhP.png,2
../data/processed\paper\processed_fwnVVskCSNkB9LUL.png,1
../data/processed\scissors\processed_LiCKhA8ipxSqU9Fo.png,2
../data/processed\rock\processed_XNzFnFkneYMqJQOF.png,0
../data/processed\scissors\processed_6drquJLYR4bjZX2E.png,2
../data/processed\scissors\processed_LErff4WDwhjsYG8Z.png,2
../data/processed\rock\processed_45lUkDFTSG9E7qOr.png,0
../data/processed\paper\processed_HTSIUeIA1IQrHtHu.png,1
../data/processed\rock\processed_vgu9DXAirSqwFhWr.png,0
../data/processed\rock\processed_rMViRrOZTOK1XiEw.png,0
../data/processed\rock\processed_gN9QXTe8BSMMHyAn.png,0
../data/processed\scissors\processed_cHA3IuTLuXm10QNQ.png,2
../data/processed\paper\processed_9RmM1chbNsDKXXlg.png,1
../data/processed\paper\processed_PLvidx6rZDuRENbv.png,1
../data/processed\paper\processed_keyl4nDZLxLORnr3.png,1
../data/processed\paper\processed_LqxEdPczGbYd9Zlu.png,1
../data/processed\scissors\processed_NCHfmPjxa7aay5AX.png,2
../data/processed\scissors\processed_QGySPOxev60wlq1M.png,2
../data/processed\rock\processed_Wn0jBu6LOl5Ei5GN.png,0
../data/processed\scissors\processed_vcEwRcuUMQ89i8on.png,2
../data/processed\scissors\processed_DpuTr8KvePPqWO5Q.png,2
../data/processed\scissors\processed_KMUCDyhYewIdDnvu.png,2
../data/processed\scissors\processed_JTbM7M5ZIxA7oFEX.png,2
../data/processed\scissors\processed_CO4Xhg1dx5dmvwlo.png,2
../data/processed\scissors\processed_MFG70ohG4iZ3xm3b.png,2
../data/processed\scissors\processed_H7drJKmXJb6g6YxC.png,2
../data/processed\paper\processed_bddldJIGmQP5CSLD.png,1
../data/processed\scissors\processed_ejrBEOeknHrk4kCi.png,2
../data/processed\rock\processed_rzLjaOMLU7vbZnPH.png,0
../data/processed\rock\processed_0OEXfEooCXlljaEl.png,0
../data/processed\paper\processed_HIo7Eax3OPP5MuXl.png,1
../data/processed\scissors\processed_1VRzspyXpQ6A2rKy.png,2
../data/processed\scissors\processed_44Hu6owS3pPqmyG1.png,2
../data/processed\paper\processed_Cx9G4YyKPI9MPcqp.png,1
../data/processed\paper\processed_k5n1w4gdm1G27rDk.png,1
../data/processed\paper\processed_XPvzu0bXUw8THjbU.png,1
../data/processed\rock\processed_eGm3dLnWBxRrjlJX.png,0
../data/processed\paper\processed_D3mbFhVy7zFkZEtV.png,1
../data/processed\scissors\processed_lPWbZ5JDB0gjIv2J.png,2
../data/processed\scissors\processed_0zoQAmDFXehOZsAp.png,2
../data/processed\rock\processed_BvjXvNTvapIFq4bK.png,0
../data/processed\paper\processed_dZh2VMRu9nRGHhYL.png,1
../data/processed\rock\processed_3sQLj3fYBZhheJ7K.png,0
../data/processed\paper\processed_x8fNY0V8O2CJ9vaY.png,1
../data/processed\scissors\processed_Hkq2KHtnKxyBLLPU.png,2
../data/processed\paper\processed_jXhwHToky4rsswCO.png,1
../data/processed\scissors\processed_a8DBHodNOhJCxQrN.png,2
../data/processed\scissors\processed_277q9TUTAsBAbTCj.png,2
../data/processed\scissors\processed_Z3isJg9IBOn3ZHFZ.png,2
../data/processed\rock\processed_MwjRfqp6Gnh4vHI8.png,0
../data/processed\scissors\processed_BJwCAwQV0EWaUT1X.png,2
../data/processed\paper\processed_ZULuRlvYzTJM8jC3.png,1
../data/processed\paper\processed_a0CaFEDoDB7qeyhN.png,1
../data/processed\paper\processed_52nvTykEONIdmqQI.png,1
../data/processed\rock\processed_R0j5MW4t8SU59u7x.png,0
../data/processed\paper\processed_y9DoLrI4Hlh2EUts.png,1
../data/processed\scissors\processed_dFrcUPZxOwwT04y9.png,2
../data/processed\paper\processed_3sKeYzYsjbWQVhc4.png,1
../data/processed\paper\processed_9zfyVkUcku0qc4Gu.png,1
../data/processed\scissors\processed_QjvKDUTFuGf7gAm4.png,2
../data/processed\paper\processed_B6dJfDThlXx80Uk6.png,1
../data/processed\scissors\processed_nIwv11WKj5Ch85mv.png,2
../data/processed\paper\processed_5NsmQol0TP7h80bh.png,1
../data/processed\paper\processed_xnLyw2TBZF8e2vcr.png,1
../data/processed\paper\processed_tiS1ECooPwR5IvFK.png,1
../data/processed\rock\processed_r0xQoW6iQbPig3jf.png,0
../data/processed\paper\processed_HvQdmFU7Qzd4SSQ4.png,1
../data/processed\rock\processed_C5KTDubAmdwtcK6u.png,0
../data/processed\rock\processed_MJkLyjWTzbjL8qyk.png,0
../data/processed\scissors\processed_kUUKyIbaWlM3GgEs.png,2
../data/processed\rock\processed_clIAiFiURAZ36c8y.png,0
../data/processed\paper\processed_pUCjvjdpH5HSaWxl.png,1
../data/processed\scissors\processed_LFzPbXpksRrG9jpF.png,2
../data/processed\paper\processed_UN3iCDyiEIteIMdx.png,1
../data/processed\paper\processed_B08mrGoODd5gGTvu.png,1
../data/processed\scissors\processed_G3WzvjZXkizn9iK9.png,2
../data/processed\paper\processed_1Frbe8cdOdkciOBg.png,1
../data/processed\rock\processed_NjO1nKIuSLnWpnK0.png,0
../data/processed\paper\processed_1yKjzquSvl9ShK7K.png,1
../data/processed\paper\processed_eiiwN1DsKoIheMgz.png,1
../data/processed\rock\processed_mu2i6dWPZNLGnnPy.png,0
../data/processed\scissors\processed_8ei3rSl89D6W8Tav.png,2
../data/processed\scissors\processed_J06aYYcl79xoBD0g.png,2
../data/processed\scissors\processed_XNsF8hyn9RBUaFnw.png,2
../data/processed\rock\processed_aB0M38mmr711uzAY.png,0
../data/processed\scissors\processed_s1gqGqCAbVLwDSw8.png,2
../data/processed\scissors\processed_1L1n6plr7jlZGirw.png,2
../data/processed\paper\processed_et9oIiGQmAgwy7GK.png,1
../data/processed\paper\processed_cfCjmEcXysh0H52D.png,1
../data/processed\paper\processed_xsM5n0KOqwb5R58V.png,1
../data/processed\scissors\processed_R8yTHsEmwnN776s2.png,2
../data/processed\scissors\processed_7jLYhf025vHEX7kp.png,2
../data/processed\paper\processed_fjITlTb11LELvo3e.png,1
../data/processed\scissors\processed_9C2CyZRK18hcyHSx.png,2
../data/processed\rock\processed_SNEJ1wGU1s9Dm3I1.png,0
../data/processed\scissors\processed_FmGfsSfUAyHzsiAO.png,2
../data/processed\rock\processed_MMeqszriRcb0Ljc6.png,0
../data/processed\scissors\processed_sNnaELZrclDFKtoL.png,2
../data/processed\paper\processed_FVEAFUE9uhfJPi2f.png,1
../data/processed\rock\processed_XRzyLHESg63okg01.png,0
../data/processed\paper\processed_UmipL2kv9TdDdryZ.png,1
../data/processed\scissors\processed_h5MbTDhsN1x308Je.png,2
../data/processed\scissors\processed_mViP022ujNQr6UX1.png,2
../data/processed\scissors\processed_Osm4O4K7sdFOSiRk.png,2
../data/processed\scissors\processed_XC8NJo82qJO44Nim.png,2
../data/processed\rock\processed_lFRtpAScOeikVDZB.png,0
../data/processed\rock\processed_k6r5z3dMsqo2H6hk.png,0
../data/processed\paper\processed_u5672IrPHHkppdEK.png,1
../data/processed\paper\processed_Eq9tohFHMpYXWQZH.png,1
../data/processed\scissors\processed_EiSbUEkcpA3vRMGd.png,2
../data/processed\scissors\processed_cPuxKnJCdcTotM5k.png,2
../data/processed\paper\processed_l7pEq6tQKyUNL3GN.png,1
../data/processed\paper\processed_hHY3BbYoVFjLEsbd.png,1
../data/processed\paper\processed_LkNkNVjTRm5Gr9NQ.png,1
../data/processed\scissors\processed_sC3hanWBPaeGV4xg.png,2
../data/processed\rock\processed_LF4yf48q3qRLLZNS.png,0
../data/processed\scissors\processed_rPWSuNNi9TZbKb7l.png,2
../data/processed\rock\processed_337ARHTZmhCSkoEM.png,0
../data/processed\rock\processed_sq8ppoxKFLEiWc1N.png,0
../data/processed\scissors\processed_4hvoLYY28SGuZCEI.png,2
../data/processed\rock\processed_EvCwicQf5dVFto6x.png,0
../data/processed\rock\processed_l6tos9roQ0hnCmfj.png,0
../data/processed\rock\processed_aa9v011U1AB9hK5v.png,0
../data/processed\paper\processed_pHx4pvFv4zXPDI1w.png,1
../data/processed\scissors\processed_vqUZ6XnuzKHIFVOO.png,2
../data/processed\rock\processed_yC1FoVJ7cUxIEfBc.png,0
../data/processed\scissors\processed_AgfZ2awwDPr3d50b.png,2
../data/processed\paper\processed_5Cy2fFOaWMFwa5iu.png,1
../data/processed\rock\processed_HTlhfHf6CMkGBrlh.png,0
../data/processed\scissors\processed_LZ7UTYEoDao1EcYX.png,2
../data/processed\paper\processed_n5NXfZTRonR4iOr0.png,1
../data/processed\rock\processed_ZeANrD34jghq5aPt.png,0
../data/processed\rock\processed_FbQKEoixvDyDPu0c.png,0
../data/processed\rock\processed_HxzCqTAGvmLYaHjA.png,0
../data/processed\rock\processed_X4UIuiTnzUP68r86.png,0
../data/processed\paper\processed_n9SDT7R9BSLRNCe1.png,1
../data/processed\scissors\processed_2l1K148aIJHRR1q7.png,2
../data/processed\paper\processed_LEA78quc0fi2hq9W.png,1
../data/processed\rock\processed_ZWrzVOGgkuKQRDnQ.png,0
../data/processed\paper\processed_VD4twqBeFDIHSovy.png,1
../data/processed\scissors\processed_h8GCEjkSpQjdUuZH.png,2
../data/processed\rock\processed_XqR9QAFi9qQMUdw2.png,0
../data/processed\scissors\processed_Mwmjta6k9iqQKKd7.png,2
../data/processed\paper\processed_af6U4DsLPicCZcED.png,1
../data/processed\rock\processed_cJOgpmKKBSPdPSeD.png,0
../data/processed\rock\processed_BSMMOAJotDbg08rj.png,0
../data/processed\scissors\processed_533ZH0WCaiOZO0nL.png,2
../data/processed\paper\processed_B9WSmSgclFPB3TOL.png,1
../data/processed\scissors\processed_GlmYygm1ezDtcUks.png,2
../data/processed\scissors\processed_FP1L4Ax4XDmqP2QB.png,2
../data/processed\paper\processed_M4h0o8DAzyOpmgSM.png,1
../data/processed\paper\processed_tsfjaR5pzLN4vfRW.png,1
../data/processed\paper\processed_zb6wXq49QppiS9sf.png,1
../data/processed\rock\processed_9Ke26ZpKvhVSXl4V.png,0
../data/processed\rock\processed_rHHsm5b1CvmcWT57.png,0
../data/processed\paper\processed_JQaNQ7LsPy3cY23Q.png,1
../data/processed\paper\processed_9szmJOWlXxEbjDGV.png,1
../data/processed\rock\processed_7Dh4gBDJVdP9tTLr.png,0
../data/processed\paper\processed_nGxiCAryWhadfu7W.png,1
../data/processed\paper\processed_t3gTGwl94iLuZL1k.png,1
../data/processed\rock\processed_X9KQv42y96rD2TO9.png,0
../data/processed\paper\processed_389udM70tLrMVL5H.png,1
../data/processed\scissors\processed_tPxruYoQszERdzTA.png,2
../data/processed\scissors\processed_HEvNErOwJyFQMMIB.png,2
../data/processed\paper\processed_a45DJKHJdnCFhX5X.png,1
../data/processed\rock\processed_EwKdZirU6MwYRV13.png,0
../data/processed\rock\processed_aFWGfqQgf0jt1h7g.png,0
../data/processed\rock\processed_Ym1qa4AJM9udyyyL.png,0
../data/processed\scissors\processed_3Q6h5cXYeNTeOLgD.png,2
../data/processed\scissors\processed_tZ8TlcDUMWqENtfF.png,2
../data/processed\rock\processed_fl3m2aXD9qq7un0x.png,0
../data/processed\paper\processed_OXA4uaaO7YUkxjSJ.png,1
../data/processed\scissors\processed_7LFhnAZBWmtcMqDM.png,2
../data/processed\rock\processed_4iN0sQcmcukBN652.png,0
../data/processed\scissors\processed_xCagFKogHbiqcrmG.png,2
../data/processed\scissors\processed_CmzQ1oRM0ei850Wl.png,2
../data/processed\rock\processed_QzJOhsnnTjhfspc0.png,0
../data/processed\rock\processed_yLeWjzIsAgQO8rT2.png,0
../data/processed\scissors\processed_dnXr5NzZKqzg8VgI.png,2
../data/processed\paper\processed_Zx5NMbS4YBf29guF.png,1
../data/processed\scissors\processed_DH7iguASbWIzzBnT.png,2
../data/processed\paper\processed_KGiyDw5Ryx3WjjSZ.png,1
../data/processed\scissors\processed_CPRUyuzmPTO8JrEp.png,2
../data/processed\scissors\processed_ZHY8N2y7tIomiozo.png,2
../data/processed\scissors\processed_PKilVWkKw9dYVTMx.png,2
../data/processed\rock\processed_nQ7DM3VMBj0NdM0u.png,0
../data/processed\rock\processed_82wZr9Bpl9vfsoG1.png,0
../data/processed\scissors\processed_UDihI8vQDjvGJRjO.png,2
../data/processed\rock\processed_pI8SGhRU1bmqZAcM.png,0
../data/processed\scissors\processed_loXdJgVrbcZGFjas.png,2
../data/processed\paper\processed_5kJec3v9txvrAb4g.png,1
../data/processed\scissors\processed_ZyZeKfG5s1J9Qn64.png,2
../data/processed\paper\processed_lxWEYgTaWJSoYSiD.png,1
../data/processed\rock\processed_FQKAKSGEI0OuRQhh.png,0
../data/processed\scissors\processed_7Zb3QM9tznboKuQE.png,2
../data/processed\scissors\processed_KfZNOowxVhhRLrza.png,2
../data/processed\paper\processed_h4yYJuwG5dUXEY1B.png,1
../data/processed\paper\processed_e6blzPfvGcrcHaKl.png,1
../data/processed\scissors\processed_aMTILDN4K2ZEjYAx.png,2
../data/processed\paper\processed_R7y8PxDKzaAd0uUQ.png,1
../data/processed\rock\processed_kcZfTQqKr8VaSjhk.png,0
../data/processed\rock\processed_qsa5Kd0lZctgmHvM.png,0
../data/processed\rock\processed_iIaYawwgu5W18LS9.png,0
../data/processed\rock\processed_lh18XOTNn8Tr3ijU.png,0
../data/processed\paper\processed_4dpYSXpjYbiH9MSq.png,1
../data/processed\rock\processed_Jr45GnbiZqBa7TLX.png,0
../data/processed\paper\processed_wQQCLOgW5qXxkwli.png,1
../data/processed\rock\processed_Q2rRUGWBDy47XucJ.png,0
../data/processed\scissors\processed_ksWe2SZsjOoLAzf5.png,2
../data/processed\paper\processed_cXZYoC2Bu8SeHasE.png,1
../data/processed\scissors\processed_Z2jcrWNs2feSmVtI.png,2
../data/processed\scissors\processed_Px1M92VqNpLveOTC.png,2
../data/processed\paper\processed_oAvUHooYsSpFid0p.png,1
../data/processed\scissors\processed_Zz1djgkAdRqsHM3z.png,2
../data/processed\paper\processed_ehzdlf5B1HtVgpRs.png,1
../data/processed\paper\processed_5eRezaxzYX8Canq0.png,1
../data/processed\paper\processed_E10FR2TKbBsv9Hgm.png,1
../data/processed\paper\processed_B9PzXQbhzehhxFRN.png,1
../data/processed\paper\processed_sDAWCwVlT2NFpEAf.png,1
../data/processed\scissors\processed_pLBH6c1NAfL1xVTn.png,2
../data/processed\scissors\processed_Kzghoy329glIgfcC.png,2
../data/processed\scissors\processed_mtLouezQUnTbfEgj.png,2
../data/processed\paper\processed_N3RjXoHuCkTs2Prd.png,1
../data/processed\rock\processed_EPFt6X0fS9c97Y5y.png,0
../data/processed\scissors\processed_9tyrAAweW8qCI4st.png,2
../data/processed\rock\processed_IFr9SXl5OScOlvuk.png,0
../data/processed\scissors\processed_qEeUSbz2Np2Qin0G.png,2
../data/processed\scissors\processed_V14OoL0RMpvwPptc.png,2
../data/processed\rock\processed_u3nAxX6ZNsAKQ7WC.png,0
../data/processed\scissors\processed_KngvagTrRurJUlI5.png,2
../data/processed\rock\processed_Jg78GVOKbbyQchWq.png,0
../data/processed\scissors\processed_8isFA2VQqLOxzuvC.png,2
../data/processed\rock\processed_tGBAO9oyBYRD7XXS.png,0
../data/processed\scissors\processed_8pCggsYVt6kUOza4.png,2
../data/processed\paper\processed_gVd3f9CZNll3QS8l.png,1
../data/processed\rock\processed_FOmEbxM5mn9WC2sT.png,0
../data/processed\paper\processed_p2UN3r1vWk57uVqX.png,1
../data/processed\paper\processed_HQSUE6P23pvLctuy.png,1
../data/processed\paper\processed_cMbbpVIgFU95R4tO.png,1
../data/processed\paper\processed_XJlnAmd0Rb4GNRxm.png,1
../data/processed\scissors\processed_8AR7dUmrz9jcFrHu.png,2
../data/processed\scissors\processed_BtUfOjTzw9EEvNHO.png,2
../data/processed\rock\processed_PDgemOaqWAiKPIcw.png,0
../data/processed\rock\processed_DVPUHpNyCvJxx69v.png,0
../data/processed\scissors\processed_6gt1kvpjTKJIA7S0.png,2
../data/processed\paper\processed_KAyKztBfGIWm4qN7.png,1
../data/processed\scissors\processed_wNuL3RC8AtAW70Bx.png,2
../data/processed\scissors\processed_RQgc9a0ml3hXrJXq.png,2
../data/processed\rock\processed_iILNKQp2qExtn6JV.png,0
../data/processed\scissors\processed_GVxDgpt5p4FA2e6n.png,2
../data/processed\paper\processed_tV2VtZHsIL8Gj4TC.png,1
../data/processed\paper\processed_q35FqG8h9VCDbQ1J.png,1
../data/processed\rock\processed_c1rdxANL8E7yG3ZI.png,0
../data/processed\scissors\processed_uMy6gyGTY6epng27.png,2
../data/processed\rock\processed_hqD5rX5jXifrtMJO.png,0
../data/processed\paper\processed_QKFJL22hutlivVGa.png,1
../data/processed\rock\processed_rZ3CYuMZgTELnLxc.png,0
../data/processed\paper\processed_HkBUo9kQDJho4uor.png,1
../data/processed\paper\processed_dmT5g2m3meABNfCJ.png,1
../data/processed\scissors\processed_e7wuzMq70FDcvaFr.png,2
../data/processed\paper\processed_i47BmmqwUa4y0jIP.png,1
../data/processed\rock\processed_nrRw9O00nT1ZeOJh.png,0
../data/processed\paper\processed_Af7KstxKjdhzUQyk.png,1
../data/processed\scissors\processed_SiIASaSafeaodwOd.png,2
../data/processed\scissors\processed_c5vx49tv1qUAH19T.png,2
../data/processed\scissors\processed_F4iIoT06hTWSuSs2.png,2
../data/processed\rock\processed_UPZ5MJAl3AqoLrZV.png,0
../data/processed\scissors\processed_svWW1IeCIfKmCxvY.png,2
../data/processed\rock\processed_x6RZUj3vDGq0u806.png,0
../data/processed\scissors\processed_Vn5KkLfrFuLeRyKZ.png,2
../data/processed\scissors\processed_J0FIl8T1zObZcenP.png,2
../data/processed\paper\processed_nXOxF15xZFtfflkL.png,1
../data/processed\rock\processed_gaackCmGss3Lt4tj.png,0
../data/processed\paper\processed_B3dlyiRDulDJWOsW.png,1
../data/processed\rock\processed_BYG1hwCG8M64UXIV.png,0
../data/processed\rock\processed_Xq3zZyHBFpklvwb6.png,0
../data/processed\rock\processed_8WivsxbidGW1wvnx.png,0
../data/processed\paper\processed_Klcu8qBjVs676hic.png,1
../data/processed\paper\processed_OJpDyt2u6zzfoVP0.png,1
../data/processed\paper\processed_wKiW95hiPu8zQhwV.png,1
../data/processed\paper\processed_YaRk8v83K7BQmi5G.png,1
../data/processed\scissors\processed_zdo3LHesq3aHmu1f.png,2
../data/processed\paper\processed_3MMu7EXUtM6aEtXU.png,1
../data/processed\scissors\processed_kH6F4XFQOxMTRZj3.png,2
../data/processed\scissors\processed_EBh8bZgOANio5kQw.png,2
../data/processed\rock\processed_ZM4bG569OHTj1XMT.png,0
../data/processed\scissors\processed_Me6SACZZ4EYJLHbB.png,2
../data/processed\scissors\processed_IH5gpU7fLJSn90Rx.png,2
../data/processed\paper\processed_aw7H9dMuThRnO74k.png,1
../data/processed\paper\processed_v6wOWeRyh3Sv5BXo.png,1
../data/processed\rock\processed_iQ8Ef3yZ12whKccA.png,0
../data/processed\scissors\processed_kP93zKVUzAJpIWpV.png,2
../data/processed\paper\processed_oiJhtTsTDkiAcHeR.png,1
../data/processed\rock\processed_5cJA6BncdVbygRNL.png,0
../data/processed\rock\processed_4yPN1zUFqW6ROTgq.png,0
../data/processed\scissors\processed_aK8TLrx71gTLlSXX.png,2
../data/processed\scissors\processed_3hIcgfPOoWEIs16j.png,2
../data/processed\rock\processed_Gq8pcFEIriCTMoBY.png,0
../data/processed\scissors\processed_KYTLHLPHUqj58UVh.png,2
../data/processed\scissors\processed_8VaAxK3h5GeQAqRn.png,2
../data/processed\rock\processed_IumhcLm1sbOr4pXt.png,0
../data/processed\paper\processed_X3iDu3E3UCW1w1Cd.png,1
../data/processed\scissors\processed_wJNyEIqVDFH8bx5h.png,2
../data/processed\rock\processed_nLGBKJAhRNQqPFrT.png,0
../data/processed\paper\processed_QUcJ1QclQwOY50vY.png,1
../data/processed\paper\processed_U3XlUGS4C4YGpjGP.png,1
../data/processed\paper\processed_cQ0dBO3yHPohZ9U9.png,1
../data/processed\paper\processed_Nm8PHXHrGlZy0d6Q.png,1
../data/processed\paper\processed_9WQaDoiIDC4zGPr8.png,1
../data/processed\paper\processed_lqo55attrFxuKqlu.png,1
../data/processed\scissors\processed_fnV8zv0atHjQzfhV.png,2
../data/processed\rock\processed_h89sRVkct1nAdPfo.png,0
../data/processed\paper\processed_WOMFIvaWB3TEY6Gl.png,1
../data/processed\scissors\processed_dWIQvO3tVSLw4etp.png,2
../data/processed\paper\processed_6NzgMmSELzk3WtZh.png,1
../data/processed\paper\processed_JZ8KCFK6y0Zd87Xl.png,1
../data/processed\scissors\processed_w1NflQUWVQmFdZdI.png,2
../data/processed\scissors\processed_1MMkSW3f1CAsw03q.png,2
../data/processed\rock\processed_nNB5f3VARZAaHI4U.png,0
../data/processed\rock\processed_9TeUwuSOgtGgewNL.png,0
../data/processed\rock\processed_PqlEUvTdVyPPQUUI.png,0
../data/processed\paper\processed_ejC8QIku5jrtci48.png,1
../data/processed\scissors\processed_s9hnXT0uSjC6vl6W.png,2
../data/processed\rock\processed_FVTXzNJQnU231QXO.png,0
../data/processed\rock\processed_jqMSEFiMhpIWzJfe.png,0
../data/processed\paper\processed_CIN4oPYURMvc4xTb.png,1
../data/processed\paper\processed_V9v5VHsYgQOVnzo2.png,1
../data/processed\scissors\processed_mxyADQuZCMwE1Nv5.png,2
../data/processed\scissors\processed_FfCLY0qhfyOoyam8.png,2
../data/processed\rock\processed_Yzx0RwB2AFNAvC6s.png,0
../data/processed\rock\processed_kW4W7E0A1Wpo45eL.png,0
../data/processed\scissors\processed_fIryCS56DD4INQKz.png,2
../data/processed\paper\processed_mZW0RUegJl9SM8ck.png,1
